Code;Title
5B90.3;Síndrome de megavitamina B6
5B90.Y;Otros excesos de vitamina especificados
5B90.Z;"Excesos de vitamina, sin especificación"
5B91;Excesos de minerales
5B91.0;Hipercalcemia
5B91.1;Exceso de zinc
5B91.2;Exceso de cloruro de sodio
5B91.3;Exceso de flúor
5B91.4;Exceso de aluminio
5B91.5;Exceso de manganeso
5B91.Y;Otros excesos de mineral especificados
5B91.Z;"Excesos de mineral, sin especificación"
5B9Y;Otros excesos de nutrientes especificados
5B9Z;"Ciertos excesos de nutrientes especificados, sin especificación"
5C1Y;"Otro sobrepeso especificado, obesidad o exceso de nutrientes"
5C1Z;"Sobrepeso, obesidad o exceso de nutrientes, sin especificación"
5C3Y;Otros trastornos nutricionales especificados
5C3Z;"Trastornos nutricionales, sin especificación"
5C50;Errores congénitos del metabolismo de los aminoácidos u otros ácidos orgánicos
5C50.0;Fenilcetonuria
5C50.00;Fenilcetonuria clásica
5C50.01;Fenilcetonuria atípica
5C50.02;Embriofetopatía por fenilcetonuria materna
5C50.0Y;Otra fenilcetonuria especificada
5C50.0Z;"Fenilcetonuria, sin especificación"
5C50.1;Trastornos del metabolismo de la tirosina
5C50.10;Alcaptonuria
5C50.11;Tirosinemia de tipo 1
5C50.12;Tirosinemia de tipo 2
5C50.1Y;Otros trastornos especificados del metabolismo de la tirosina
5C50.1Z;"Trastornos del metabolismo de la tirosina, sin especificación"
5C50.2;Trastornos del metabolismo de la histidina
5C50.20;Histidinemia
5C50.21;Aciduria urocánica
5C50.2Y;Otros trastornos especificados del metabolismo de la histidina
5C50.2Z;"Trastornos del metabolismo de la histidina, sin especificación"
5C50.3;Trastornos del metabolismo del triptófano
5C50.4;Trastornos del metabolismo de la lisina o de la hidroxilisina
5C50.5;Trastornos del ciclo del gamma-glutamilo
5C50.6;Trastornos del metabolismo de la serina
5C50.7;Trastornos del metabolismo de la glicina
5C50.70;Encefalopatía por glicina
5C50.71;Sarcosinemia
5C50.7Y;Otros trastornos especificados del metabolismo de la glicina
5C50.7Z;"Trastornos del metabolismo de la glicina, sin especificación"
5C50.8;Trastornos del metabolismo de la prolina o de la hidroxiprolina
5C50.9;Trastornos del metabolismo de la ornitina
5C50.A;Trastornos del metabolismo del ciclo de la urea
5C50.A0;Aciduria argininosuccínica
5C50.A1;Deficiencia de carbamoilfosfato-sintetasa
5C50.A2;Argininemia
5C50.A3;Citrulinemia
5C50.AY;Otros trastornos especificados del metabolismo del ciclo de la urea
5C50.AZ;"Trastornos del metabolismo del ciclo de la urea, sin especificación"
5C50.B;Trastornos del ciclo de la metionina o del metabolismo de los aminoácidos azufrados
5C50.C;Trastornos del metabolismo de los aminoácidos beta u omega
5C50.D;Trastornos del metabolismo de los aminoácidos de cadena ramificada
5C50.D0;Enfermedad de la orina con olor a jarabe de arce
5C50.DY;Otros trastornos especificados del metabolismo de los aminoácidos de cadena ramificada
5C50.DZ;"Trastornos del metabolismo de los aminoácidos de cadena ramificada, sin especificación"
5C50.E;Aciduria orgánica
5C50.E0;Aciduria orgánica clásica
5C50.E1;Aciduria orgánica cerebral
5C50.EY;Otra aciduria orgánica especificada
5C50.EZ;"Aciduria orgánica, sin especificación"
5C50.F;Trastornos del metabolismo de los péptidos
5C50.F0;Deficiencia de prolidasa
5C50.F1;Carnosinemia
5C50.F2;Homocarnosinosis
5C50.FY;Otros trastornos especificados del metabolismo de los péptidos
5C50.FZ;"Trastornos del metabolismo de los péptidos, sin especificación"
5C50.G;Trimetilaminuria
5C50.Y;Otros errores congénitos especificados del metabolismo de los aminoácidos u otros ácidos orgánicos
5C50.Z;"Errores congénitos del metabolismo de los aminoácidos u otros ácidos orgánicos, sin especificación"
5C51;Errores congénitos del metabolismo de los hidratos de carbono
5C51.0;Trastornos de la vía de las pentosas fosfato
5C51.1;Trastornos del metabolismo del glicerol
5C51.2;Trastornos del metabolismo del glioxilato
5C51.20;Hiperoxaluria primaria de tipo 1
5C51.2Y;Otros trastornos especificados del metabolismo del glioxilato
5C51.2Z;"Trastornos del metabolismo del glioxilato, sin especificación"
5C51.3;Glucogenosis
5C51.4;Trastornos del metabolismo de la galactosa
5C51.40;Deficiencia de galactosa-1-fosfato-uridiltransferasa
5C51.41;Deficiencia de galactocinasa
5C51.42;Intolerancia neonatal a glucosa o galactosa
5C51.4Y;Otros trastornos especificados del metabolismo de la galactosa
5C51.4Z;"Trastornos del metabolismo de la galactosa, sin especificación"
5C51.5;Trastornos del metabolismo de la fructosa
5C51.50;Intolerancia hereditaria a la fructosa
5C51.5Y;Otros trastornos especificados del metabolismo de la fructosa
5C51.5Z;"Trastornos del metabolismo de la fructosa, sin especificación"
5C51.Y;Otros errores congénitos especificados del metabolismo de los hidratos de carbono
5C51.Z;"Errores congénitos del metabolismo de los hidratos de carbono, sin especificación"
5C52;Errores congénitos del metabolismo de los lípidos
5C52.0;Errores congénitos de la oxidación de los ácidos grasos o del metabolismo de los cuerpos cetónicos
5C52.00;Trastornos del transporte de la carnitina o del ciclo de la carnitina
5C52.01;Trastornos de la oxidación mitocondrial de los ácidos grasos
5C52.02;Trastornos del metabolismo de los cuerpos cetónicos
5C52.03;Síndrome de Sjögren-Larsson
5C52.0Y;Otros errores congénitos especificados de la oxidación de los ácidos grasos o del metabolismo de los cuerpos cetónicos
5C52.0Z;"Errores congénitos de la oxidación de los ácidos grasos o del metabolismo de los cuerpos cetónicos, sin especificación"
5C52.1;Errores congénitos del metabolismo de los esteroles
5C52.10;Trastornos de la síntesis del colesterol
5C52.11;Defecto de la síntesis de ácidos biliares con colestasis
5C52.1Y;Otros errores congénitos especificados del metabolismo de los esteroles
5C52.1Z;"Errores congénitos del metabolismo de los esteroles, sin especificación"
5C52.2;Enfermedad por depósito de lípidos neutros
5C52.Y;Otros errores congénitos especificados del metabolismo de los lípidos
5C52.Z;"Errores congénitos del metabolismo de los lípidos, sin especificación"
5C53;Errores congénitos del metabolismo energético
5C53.0;Trastornos del metabolismo del piruvato
5C53.00;Deficiencia de piruvato-cinasa
5C53.01;Deficiencia de lactato-deshidrogenasa
5C53.02;Deficiencia del complejo piruvato-deshidrogenasa
5C53.03;Deficiencia de piruvato-carboxilasa
5C53.0Y;Otros trastornos especificados del metabolismo del piruvato
5C53.0Z;"Trastornos del metabolismo del piruvato, sin especificación"
5C53.1;Trastornos del ciclo del ácido cítrico
5C53.2;Trastornos de la fosforilación oxidativa mitocondrial
5C53.20;Síndrome de depleción del ADN mitocondrial
5C53.21;Síndromes de deleción múltiple del ADN mitocondrial
5C53.22;Deficiencia de coenzima Q10
5C53.23;Defectos de la traducción de las proteínas mitocondriales
5C53.24;Síndrome de Leigh
5C53.25;Deficiencia aislada de ATP-sintasa
5C53.2Y;Otros trastornos especificados de la fosforilación oxidativa mitocondrial
5C53.2Z;"Trastornos de la fosforilación oxidativa mitocondrial, sin especificación"
5C53.3;Trastornos del transporte a través de las membranas mitocondriales
5C53.30;Trastornos de los transportadores mitocondriales de sustratos
5C53.31;Trastornos de la importación mitocondrial de proteínas
5C53.3Y;Otros trastornos especificados del transporte a través de las membranas mitocondriales
5C53.3Z;"Trastornos del transporte a través de las membranas mitocondriales, sin especificación"
5C53.4;Trastornos del metabolismo de la creatina
5C53.Y;Otros errores congénitos especificados del metabolismo energético
5C53.Z;"Errores congénitos del metabolismo energético, sin especificación"
5C54;Errores congénitos de la glicosilación u otra modificación de proteínas especificadas
5C54.0;Trastornos de la N-glicosilación de proteínas
5C54.1;Trastornos de la O-glicosilación de las proteínas
5C54.2;Trastornos de la glicosilación múltiple u otras vías
5C54.Y;Otros errores congénitos especificados de la glicosilación u otra modificación de las proteínas
5C54.Z;"Errores congénitos de la glicosilación u otra modificación de las proteínas, sin especificación"
5C55;"Errores congénitos del metabolismo de las purinas, pirimidinas o nucleótidos"
5C55.0;Trastornos del metabolismo de las purinas
5C55.00;Xantinuria
5C55.01;Síndrome de Lesch-Nyhan
5C55.0Y;Otros trastornos especificados del metabolismo de las purinas
5C55.0Z;"Trastornos del metabolismo de las purinas, sin especificación"
5C55.1;Trastornos del metabolismo de las pirimidinas
5C55.2;Trastornos del metabolismo de los nucleótidos
5C55.Y;"Otros errores congénitos especificados del metabolismo de las purinas, pirimidinas o nucleótidos"
5C55.Z;"Errores congénitos del metabolismo de las purinas, pirimidinas o nucleótidos, sin especificación"
5C56;Enfermedades lisosomales
5C56.0;Esfingolipidosis
5C56.00;Gangliosidosis
5C56.01;Enfermedad de Fabry
5C56.02;Leucodistrofia metacromática
5C56.0Y;Otra esfingolipidosis especificada
5C56.0Z;"Esfingolipidosis, sin especificación"
5C56.1;Lipofuscinosis ceroidea neuronal
5C56.2;Glicoproteinosis
5C56.20;Mucolipidosis
5C56.21;Oligosacaridosis
5C56.2Y;Otra glicoproteinosis especificada
5C56.2Z;"Glicoproteinosis, sin especificación"
5C56.3;Mucopolisacaridosis
5C56.30;Mucopolisacaridosis de tipo 1
5C56.31;Mucopolisacaridosis de tipo 2
5C56.32;Mucopolisacaridosis de tipo 4
5C56.33;Mucopolisacaridosis de tipo 6
5C56.3Y;Otra mucopolisacaridosis especificada
5C56.3Z;"Mucopolisacaridosis, sin especificación"
5C56.4;Trastornos del metabolismo del ácido siálico
5C56.Y;Otras enfermedades lisosomales especificadas
5C56.Z;"Enfermedades lisosomales, sin especificación"
5C57;Enfermedades peroxisomales
5C57.0;Trastornos de la biogénesis peroxisomal
5C57.1;Trastornos de la alfabetau omega-oxidación peroxisomal
5C57.Y;Otras enfermedades peroxisomales especificadas
5C57.Z;"Enfermedades peroxisomales, sin especificación"
5C58;Errores congénitos del metabolismo de las porfirinas o del hemo
5C58.0;Trastornos del metabolismo o excreción de la bilirrubina
5C58.00;Síndrome de Crigler-Najjar
5C58.01;Síndrome de Gilbert
5C58.02;Síndrome de Dubin-Johnson
5C58.03;Colestasis intrahepática familiar progresiva
5C58.04;Colestasis intrahepática recurrente benigna
5C58.0Y;Otros trastornos especificados del metabolismo o excreción de la bilirrubina
5C58.0Z;"Trastornos del metabolismo o excreción de la bilirrubina, sin especificación"
5C58.1;Porfirias
5C58.10;Porfiria cutánea tardía
5C58.12;Porfirias eritropoyéticas
5C58.13;Porfiria variegata
5C58.1Y;Otras porfirias especificadas
5C58.1Z;"Porfirias, sin especificación"
5C58.Y;Otros errores congénitos especificados del metabolismo de las porfirinas o del hemo
5C58.Z;"Errores congénitos del metabolismo de las porfirinas o del hemo, sin especificación"
5C59;Errores congénitos del metabolismo de los neurotransmisores
5C59.0;Trastornos del metabolismo de las aminas biógenas
5C59.00;Trastornos de la síntesis de catecolaminas
5C59.01;Trastornos del metabolismo de las pterinas
5C59.0Y;Otros trastornos especificados del metabolismo de las aminas biógenas
5C59.0Z;"Trastornos del metabolismo de las aminas biógenas, sin especificación"
5C59.1;Trastornos del metabolismo del GABA
5C59.2;Trastornos del metabolismo de la piridoxina
5C59.Y;Otros errores congénitos especificados del metabolismo de los neurotransmisores
5C59.Z;"Errores congénitos del metabolismo de los neurotransmisores, sin especificación"
5C5A;Deficiencia de alfa1-antitripsina
5C5Y;Otros errores congénitos especificados del metabolismo
5C5Z;"Errores congénitos del metabolismo, sin especificación"
5C60;Trastornos de la absorción o transporte de aminoácidos
5C60.0;Síndrome oculocerebrorrenal
5C60.1;Cistinosis
5C60.2;Cistinuria
5C60.Y;Otros trastornos especificados de la absorción o el transporte de los aminoácidos
5C60.Z;"Trastornos de la absorción o el transporte de los aminoácidos, sin especificación"
5C61;Trastornos de la absorción o transporte de hidratos de carbono
5C61.0;Malabsorción de la glucosa y la galactosa
5C61.1;Deficiencia de maltasa-glucoamilasa
5C61.2;Deficiencia congénita de sacarasa-isomaltasa
5C61.3;"Deficiencia de alfa,alfa-trehalasa"
5C61.4;Malabsorción adquirida de los monosacáridos
5C61.40;Malabsorción de la fructosa
5C61.4Y;Otra malabsorción adquirida de los monosacáridos especificada
5C61.4Z;"Malabsorción adquirida de los monosacáridos, sin especificación"
5C61.5;Trastornos del transporte facilitado de glucosa
5C61.6;Intolerancia a la lactosa
5C61.60;Deficiencia primaria de lactasa
5C61.61;Deficiencia congénita de lactasa
5C61.62;Deficiencia secundaria de lactasa
5C61.6Z;"Intolerancia a la lactosa, sin especificación"
5C61.Y;Otros trastornos especificados de la absorción o transporte de hidratos de carbono
5C61.Z;"Trastornos de la absorción o transporte de hidratos de carbono, sin especificación"
5C62;Trastornos de la absorción o transporte de lípidos
5C63;Trastornos de la absorción o transporte de vitaminas o cofactores no proteínicos
5C63.0;Trastornos del metabolismo o transporte de la cobalamina
5C63.1;Trastornos del metabolismo o transporte de folatos
5C63.2;Trastornos del metabolismo o transporte de la vitamina D
5C63.20;Raquitismo hipocalcémico dependiente de la vitamina D
5C63.21;Raquitismo hipocalcémico resistente a la vitamina D
5C63.22;Raquitismo hipofosfatémico
5C63.2Y;Otros trastornos especificados del metabolismo o transporte de la vitamina D
5C63.2Z;"Trastornos del metabolismo o transporte de la vitamina D, sin especificación"
5C63.Y;Otros trastornos especificados de absorción o transporte de vitaminas o cofactores no proteínicos
5C63.Z;"Trastornos de absorción o transporte de vitaminas o cofactores no proteínicos, sin especificación"
5C64;Trastornos de la absorción o transporte de minerales
5C64.0;Trastornos del metabolismo del cobre
5C64.00;Enfermedad de Willson
5C64.0Y;Otros trastornos especificados del metabolismo del cobre
5C64.0Z;"Trastornos del metabolismo del cobre, sin especificación"
5C64.1;Trastornos del metabolismo del hierro
5C64.10;Enfermedades por sobrecarga de hierro
5C64.1Y;Otros trastornos del metabolismo del hierro especificados
5C64.1Z;"Trastornos del metabolismo del hierro, sin especificación"
5C64.2;Trastornos del metabolismo del zinc
5C64.20;Acrodermatitis enteropática
5C64.21;Síndromes por deficiencia de zinc
5C64.2Y;Otros trastornos especificados del metabolismo del zinc
5C64.2Z;"Trastornos del metabolismo del zinc, sin especificación"
5C64.3;Trastornos del metabolismo del fósforo o de las fosfatasas
5C64.4;Trastornos del metabolismo del magnesio
5C64.40;Hipermagnesemia
5C64.41;Hipomagnesemia
5C64.4Z;"Trastornos del metabolismo del magnesio, sin especificación"
5C64.5;Trastornos del metabolismo del calcio
5C64.6;Trastornos del metabolismo del sodio
5C64.7;Trastornos del metabolismo de los cloruros
5C64.Y;Otros trastornos especificados de la absorción o transporte de minerales
5C64.Z;"Trastornos de la absorción o transporte de minerales, sin especificación"
5C6Y;Otros trastornos especificados de la absorción o transporte de metabolitos
5C6Z;"Trastornos de la absorción o transporte de metabolitos, sin especificación"
5C70.0;Deshidratación
5C70.1;Hipovolemia
5C70.Y;Otra disminución del volumen especificado
5C70.Z;"Disminución del volumen, sin especificación"
5C71;Hiperosmolalidad o hipernatremia
5C72;Hipoosmolalidad o hiponatremia
5C73;Acidosis
5C73.0;Acidosis respiratoria aguda
5C73.1;Acidosis respiratoria crónica
5C73.2;Acidosis metabólica con brecha aniónica
5C73.Y;Otra acidosis especificada
5C73.Z;"Acidosis, sin especificación"
5C74;Alcalosis
5C75;Trastorno mixto del equilibrio ácido-básico
