Code;Title;DepthInKind
9B78.8;Isquemia Retiniana;2
9B78.9;Atrofia Retiniana;2
9B7Y;Otros Trastornos Especificados De La Retina;1
9B7Z;"Trastornos De La Retina, Sin Especificación";1
9B80;Trastornos Vitreorretinianos Hereditarios;1
9B81;Desprendimiento De Vítreo Posterior;1
9B82;Prolapso Del Cuerpo Vítreo;1
9B83;Hemorragia Vítrea;1
9B84;"Opacidades, Membranas O Hebras Vítreas";1
9B8Y;Otros Trastornos Especificados Del Cuerpo Vítreo;1
9B8Z;"Trastornos Del Cuerpo Vítreo, Sin Especificación";1
9C0Y;Otros Trastornos Especificados Del Segmento Posterior Del Globo Ocular;1
9C0Z;"Trastornos Del Segmento Posterior Del Globo Ocular, Sin Especificación";1
9C20;Panuveítis;1
9C20.0;Panuveítis No Infecciosa;2
9C20.1;Panuveítis Infecciosa;2
9C20.2;Endoftalmitis Purulenta;2
9C20.Y;Otra Panuveítis Especificada;2
9C20.Z;"Panuveítis, Sin Especificación";2
9C21;Endoftalmitis;1
9C21.0;Uveítis Simpática;2
9C21.Y;Otra Endoftalmitis Especificada;2
9C21.Z;"Endoftalmitis, Sin Especificación";2
9C22;Deformidad Del Globo Ocular;1
9C22.0;Globo Ocular Atrófico;2
9C22.1;Subatrofia Del Globo Ocular;2
9C22.Y;Otra Deformidad Del Globo Ocular Especificada;2
9C22.Z;"Deformidad Del Globo Ocular, Sin Especificación";2
9C2Y;Otros Trastornos Especificados Del Globo Ocular Que Afectan Los Segmentos Anterior Y Posterior;1
9C2Z;"Trastornos Del Globo Ocular Que Afectan Los Segmentos Anterior Y Posterior, Sin Especificación";1
9C40;Trastorno Del Nervio óptico;1
9C40.0;Neuropatía óptica Infecciosa;2
9C40.1;Neuritis óptica;2
9C40.10;Neuritis Retrobulbar;3
9C40.1Y;Otra Neuritis óptica Especificada;3
9C40.1Z;"Neuritis óptica, Sin Especificación";3
9C40.2;Neurorretinitis;2
9C40.3;Perineuritis óptica;2
9C40.4;Neuropatía óptica Isquémica;2
9C40.40;Neuropatía óptica Isquémica Anterior;3
9C40.41;Neuropatía óptica Isquémica Posterior;3
9C40.4Y;Otra Neuropatía óptica Isquémica Especificada;3
9C40.4Z;"Neuropatía óptica Isquémica, Sin Especificación";3
9C40.5;Neuropatía óptica Compresiva;2
9C40.6;Neuropatía óptica Infiltrativa;2
9C40.7;Neuropatía óptica Traumática;2
9C40.8;Neuropatía óptica Hereditaria;2
9C40.9;Neuropatía óptica Glaucomatosa;2
9C40.A;Tumefacción Del Disco óptico;2
9C40.A0;Papiledema;3
9C40.A1;Tumefacción De La Papila óptica Asociada A Uveítis;3
9C40.AY;Otra Tumefacción Especificada Del Disco óptico;3
9C40.AZ;"Tumefacción Del Disco óptico, Sin Especificación";3
9C40.B;Atrofia óptica;2
9C40.B0;Atrofia óptica Congénita;3
9C40.B1;Atrofia óptica Adquirida;3
9C40.BZ;"Atrofia óptica, Sin Especificación";3
9C40.Y;Otro Trastorno Especificado Del Nervio óptico;2
9C40.Z;"Trastorno Del Nervio óptico, Sin Especificación";2
9C41;Trastorno Del Quiasma óptico;1
9C42;Trastorno De Las Vías ópticas Posquiasmáticas;1
9C43;Trastorno De La Corteza Visual;1
9C44;Trastorno De Los Centros Visuales Superiores;1
9C4Y;Otros Trastornos Especificados De Las Vías O Centros ópticos;1
9C4Z;"Trastornos De Las Vías O Centros ópticos, Sin Especificación";1
9C60;Sospecha De Glaucoma;1
9C61;Glaucoma;1
9C61.0;Glaucoma Primario De ángulo Abierto;2
9C61.00;Glaucoma Normotensivo;3
9C61.01;Hipertensión Ocular;3
9C61.0Y;Otra Glaucoma Primario Especificado De ángulo Abierto;3
9C61.0Z;"Glaucoma Primario De ángulo Abierto, Sin Especificación";3
9C61.1;Cierre De ángulo Primario Y Glaucoma De ángulo Cerrado;2
9C61.10;Sospecha De Cierre De ángulo Primario O ángulo Anatómico Estrecho;3
9C61.11;Cierre De ángulo Primario;3
9C61.12;Glaucoma Primario De ángulo Cerrado;3
9C61.13;Cierre De ángulo Primario Sin Bloqueo Pupilar;3
9C61.14;Cierre De ángulo Agudo Con Bloqueo Pupilar;3
9C61.15;Cierre De ángulo Intermitente;3
9C61.16;Ángulo Cerrado Crónico;3
9C61.17;Afección Tras Un Episodio Agudo De Glaucoma De ángulo Cerrado;3
9C61.1Y;Otro Cierre De ángulo Primario Y Glaucoma De ángulo Cerrado Especificado;3
9C61.1Z;"Cierre De ángulo Primario Y Glaucoma De ángulo Cerrado, Sin Especificación";3
9C61.2;Glaucoma Secundario ángulo Abierto;2
9C61.20;Glaucoma Seudoexfoliativo De ángulo Abierto;3
9C61.21;Glaucoma Pigmentario De ángulo Abierto;3
9C61.22;Glaucoma Secundario De ángulo Abierto Inducido Por El Cristalino;3
9C61.23;Glaucoma Asociado A Hemorragia Intraocular;3
9C61.24;Glaucoma Por Inflamación Ocular;3
9C61.25;Crisis Glaucomatociclítica;3
9C61.26;Glaucoma Secundario ángulo Abierto Por Parasitosis Ocular;3
9C61.27;Glaucoma Por Tumor Intraocular;3
9C61.28;Glaucoma Asociado A Desprendimiento De Retina;3
9C61.29;Glaucoma Por Traumatismo Ocular;3
9C61.2A;Glaucoma Por Medicamentos;3
9C61.2B;Glaucoma Por Aumento De La Presión Venosa Epiescleral;3
9C61.2C;Glaucoma Secundario Por Masa Extraocular;3
9C61.2Y;Otro Glaucoma Secundario Especificado De ángulo Abierto;3
9C61.2Z;"Glaucoma Secundario De ángulo Abierto, Sin Especificación";3
9C61.3;Glaucoma Secundario De ángulo Cerrado;2
9C61.30;Glaucoma Secundario De ángulo Cerrado Con Bloqueo Pupilar;3
9C61.31;Glaucoma Secundario De ángulo Cerrado Sin Bloqueo Pupilar;3
9C61.32;Glaucoma Secundario Neovascular De ángulo Cerrado;3
9C61.33;Glaucoma Secundario De ángulo Cerrado Por Proliferación Endotelial;3
9C61.34;Glaucoma Secundario De ángulo Cerrado Por Penetración Epitelial;3
9C61.35;Glaucoma Por Bloqueo Ciliar;3
9C61.36;Glaucoma Secundario De ángulo Cerrado Por Otro Desplazamiento Anterior Del Diafragma Iridocristaliniano;3
9C61.3Y;Otro Glaucoma Secundario Especificado De ángulo Cerrado;3
9C61.3Z;"Glaucoma Secundario De ángulo Cerrado, Sin Especificación";3
9C61.4;Glaucoma Del Desarrollo;2
9C61.40;Glaucoma Congénito Primario;3
9C61.41;Glaucoma Infantil Primario;3
9C61.42;Glaucoma Infantil Secundario;3
9C61.4Y;Otro Glaucoma Del Desarrollo Especificado;3
9C61.4Z;"Glaucoma Del Desarrollo, Sin Especificación";3
9C61.Z;"Glaucoma, Sin Especificación";2
9C6Y;Otro Glaucoma O Sospecha De Glaucoma Especificados;1
9C6Z;"Glaucoma O Sospecha De Glaucoma, Sin Especificación";1
9C80;Estrabismo No Paralítico;1
9C80.0;Estrabismo Convergente;2
9C80.1;Estrabismo Divergente;2
9C80.2;Estrabismo Vertical O De Torsión;2
9C80.3;Estrabismo Intermitente;2
9C80.30;Exotropía Divergente Intermitente;3
9C80.31;Esotropía Convergente Intermitente;3
9C80.3Y;Otro Estrabismo Intermitente Especificado;3
9C80.3Z;"Estrabismo Intermitente, Sin Especificación";3
9C80.4;Heteroforia;2
9C80.5;Estrabismo Mecánico;2
9C80.Y;Otro Estrabismo No Paralítico Especificado;2
9C80.Z;"Estrabismo No Paralítico, Sin Especificación";2
9C81;Parálisis Del Nervio Motor Ocular;1
9C81.0;Parálisis Del Tercer Par;2
9C81.00;Parálisis Bilateral Externa Del Nervio Motor Ocular Común;3
9C81.0Y;Otra Parálisis Especificada Del Tercer Par;3
9C81.0Z;"Parálisis Del Tercer Par, Sin Especificación";3
9C81.1;Parálisis Del Cuarto Par;2
9C81.2;Parálisis Del Sexto Par;2
9C81.3;Oftalmoplejia Externa Total;2
9C81.4;Síndrome Del Seno Cavernoso;2
9C81.Y;Otras Parálisis Del Nervio Motore Ocular Especificadas;2
9C81.Z;"Parálisis Del Nervio Motor Ocular, Sin Especificación";2
9C82;Trastornos De Los Músculos Extraoculares;1
9C82.0;Oftalmoplejia Externa Progresiva;2
9C82.1;Distrofia Muscular Con Afectación De Músculo Extraocular;2
9C82.2;Síndrome De Disinervación Craneal Congénita;2
9C82.3;Oftalmopatía Restrictiva;2
9C82.4;Apraxia Oculomotora;2
9C82.Y;Otros Trastornos Especificados De Los Músculos Extraoculares;2
9C82.Z;"Trastornos De Los Músculos Extraoculares, Sin Especificación";2
9C83;Trastornos Del Movimiento Binocular;1
9C83.0;Parálisis De La Mirada Conjugada;2
9C83.00;Parálisis De La Mirada Horizontal;3
9C83.01;Parálisis De La Mirada Vertical;3
9C83.02;Parálisis Monocular De Los Elevadores;3
9C83.0Y;Otra Parálisis Especificada De La Mirada Conjugada;3
9C83.0Z;"Parálisis De La Mirada Conjugada, Sin Especificación";3
9C83.1;Espasmo De La Mirada Conjugada;2
9C83.10;Desviación Conjugada De La Mirada Horizontal;3
9C83.11;Desviación De La Mirada Hacia Arriba;3
9C83.12;Desviación De La Mirada Hacia Abajo;3
9C83.13;Crisis Oculógiras;3
9C83.1Y;Otro Espasmo Especificado De La Mirada Conjugada;3
9C83.1Z;"Espasmo De La Mirada Conjugada, Sin Especificación";3
9C83.2;Insuficiencia De Convergencia;2
9C83.3;Exceso De Convergencia;2
9C83.4;Espasmo Del Reflejo Cercano;2
9C83.5;Oftalmoplejia Internuclear;2
9C83.6;Anomalías De Divergencia O Desviación Del Movimiento Ocular;2
9C83.60;Insuficiencia De Divergencia;3
9C83.61;Parálisis De La Divergencia;3
9C83.62;Exceso De Divergencia;3
9C83.63;Divergencia Sinérgica;3
9C83.64;Desviación Oblicua;3
9C83.65;Reacción Ocular De Inclinación;3
9C83.66;Desviación Oblicua Alternante;3
9C83.67;Divergencia Vertical Disociativa;3
9C83.6Y;Otras Anomalías Especificadas De Divergencia O Desviación Del Movimiento Ocular;3
9C83.6Z;"Anomalías De Divergencia O Desviación Del Movimiento Ocular, Sin Especificación";3
9C83.Y;Otros Trastornos Especificados Del Movimiento Binocular;2
9C83.Z;"Trastornos Del Movimiento Binocular, Sin Especificación";2
9C84;Nistagmo;1
9C84.0;Nistagmo Fisiológico;2
9C84.1;Formas Congénitas De Nistagmo;2
9C84.2;Nistagmo Vestibular;2
9C84.20;Nistagmo Hacia Abajo;3
9C84.21;Nistagmo Hacia Arriba;3
9C84.22;Nistagmo De Torsión;3
9C84.23;Nistagmo Pervertido;3
9C84.2Y;Otro Nistagmo Vestibular Especificado;3
9C84.2Z;"Nistagmo Vestibular, Sin Especificación";3
9C84.3;Nistagmo En Balancín;2
9C84.4;Nistagmo Provocado Por La Mirada;2
9C84.5;Nistagmo En Trastornos Del Sistema Visual;2
9C84.50;Nistagmo Por Privación Visual;3
9C84.51;Nistagmo Divergente;3
9C84.52;Nistagmo De Retracción Convergente;3
9C84.5Y;Otro Nistagmo Especificado En Trastornos Del Sistema Visual;3
9C84.5Z;"Nistagmo En Trastornos Del Sistema Visual, Sin Especificación";3
9C84.6;Nistagmo Palpebral;2
9C84.Y;Otro Nistagmo Especificado;2
9C84.Z;"Nistagmo, Sin Especificación";2
9C85;Algunos Movimientos Oculares Irregulares Especificados;1
9C85.0;Anomalías De Los Movimientos Oculares Sacádicos;2
9C85.00;Trastornos Del Pulso Sacádico;3
9C85.01;Trastornos Del Intervalo Sacádico;3
9C85.02;Movimientos Sacádicos Inadecuados;3
9C85.0Y;Otras Anomalías Especificadas De Los Movimientos Oculares Sacádicos;3
9C85.0Z;"Anomalías De Los Movimientos Oculares Sacádicos, Sin Especificación";3
9C85.1;Anomalías De Los Movimientos De Seguimiento Lento;2
9C85.2;Trastornos No Orgánicos De Los Movimientos Oculares;2
9C85.Y;Otros Movimientos Oculares Irregulares Especificados;2
9C85.Z;"Algunos Movimientos Oculares Irregulares Especificados, Sin Especificación";2
9C8Y;Otro Estrabismo O Trastorno Especificado De La Movilidad Ocular;1
9C8Z;"Estrabismo O Trastorno De La Movilidad Ocular, Sin Especificación";1
9D00;Trastornos De La Refracción;1
9D00.0;Miopía;2
9D00.1;Hipermetropía;2
9D00.2;Astigmatismo;2
9D00.3;Presbicia;2
9D00.4;Anisometropía;2
9D00.5;Aniseiconia;2
9D00.6;Cambio Refractivo Transitorio;2
9D00.Y;Otros Trastornos Especificados De La Refracción;2
9D00.Z;"Trastornos De La Refracción, Sin Especificación";2
9D01;Trastornos De La Acomodación;1
9D01.0;Oftalmoplejia Interna;2
9D01.1;Paresia De Acomodación;2
9D01.2;Espasmo De Acomodación;2
9D01.Y;Otros Trastornos Especificados De La Acomodación;2
9D01.Z;"Trastornos De La Acomodación, Sin Especificación";2
9D0Y;Otros Trastornos Especificados De Refracción O Acomodación;1
9D0Z;"Trastornos De Refracción O Acomodación, Sin Especificación";1
9D20;Queratopatía Ampollosa Afáquica Tras Cirugía De Catarata;1
9D21;Fragmentos De Catarata En El Ojo Tras Cirugía De Catarata;1
9D22;Cicatrices Coriorretinianas Tras Cirugía Por Desprendimiento;1
9D23;Ampulitis Conjuntival Tras Cirugía De Glaucoma;1
9D24;Complicaciones Con Dispositivos De Drenaje Para Glaucoma.;1
9D25;Glaucoma Por Láser O Cirugía Ocular;1
9D40;Disminución De La Agudeza Visual;1
9D41;Disminución Del Campo Visual;1
9D42;Patrones De Disminución Del Campo Visual;1
9D42.0;"Disminución Del Campo Visual, De Patrón No Especificado";2
9D42.1;Campo Visual Normal;2
9D42.2;Déficit De Campo Periférico;2
9D42.20;Ampliación De La Mancha Ciega;3
9D42.21;Escotoma Arqueado;3
9D42.22;Escalón Nasal;3
9D42.23;Escotoma Anular;3
9D42.24;Escotoma Periférico Aislado;3
9D42.2Y;Otro Déficit De Campo Periférico Especificado;3
9D42.2Z;"Déficit De Campo Periférico, Sin Especificación";3
9D42.3;Defecto Hemianópico O Cuadrantanópico;2
9D42.4;Escotoma Central;2
9D42.5;Escotoma Paracentral;2
9D42.6;Hemianopsia O Cuadrantanopsia Homónimas;2
9D42.60;Hemianopsia O Cuadrantanopsia Homónimas Del Hemicampo Derecho;3
9D42.61;Hemianopsia O Cuadrantanopsia Homónimas Del Hemicampo Izquierdo;3
9D42.6Y;Otra Hemianopsia O Cuadrantanopsia Homónimas Especificadas;3
9D42.6Z;"Hemianopsia O Cuadrantanopsia Homónimas, Sin Especificación";3
9D42.7;Hemianopsia O Cuadrantanopsia Heterónimas;2
9D42.70;Hemianopsia O Cuadrantanopsia Heterónimas Binasales;3
9D42.71;Hemianopsia O Cuadrantanopsia Heterónimas Bitemporales;3
9D42.7Y;Otra Hemianopsia O Cuadrantanopsia Heterónimas Especificadas;3
9D42.7Z;"Hemianopsia O Cuadrantanopsia Heterónimas, Sin Especificación";3
9D42.8;Otras Formas Especificadas De Disminución Del Campo Visual;2
9D42.Y;Otros Patrones Especificados De Disminución Del Campo Visual;2
9D42.Z;"Patrones De Disminución Del Campo Visual, Sin Especificación";2
9D43;Disminución De La Visión De Contraste;1
9D44;Deterioro De La Visión Cromática;1
9D45;Deterioro De La Sensibilidad A La Luz;1
9D46;Deterioro De Las Funciones Binoculares;1
9D50;Fatiga Ocular;1
9D51;Pérdida Visual Transitoria;1
9D52;Pérdidas De Hemicampo;1
9D53;Fenómenos Entópticos;1
9D54;Ilusiones Visuales;1
9D55;Pérdida Visual No Orgánica;1
9D56;Síndrome De Charles Bonnet;1
9D5Y;Otras Experiencias Visuales Subjetivas Especificadas;1
9D5Z;"Experiencias Visuales Subjetivas, Sin Especificación";1
9D7Y;Otra Disminución Especificada De Las Funciones Visuales;1
9D7Z;"Disminución De Las Funciones Visuales, Sin Especificación";1
9D90;"Deterioro De La Visión, Incluida La Ceguera";1
9D90.0;Sin Deterioro De La Visión;2
9D90.1;Deterioro Leve De La Visión;2
9D90.2;Deterioro Moderado De La Visión;2
9D90.3;Deterioro Grave De La Visión;2
9D90.4;Ceguera Binocular;2
9D90.5;"Ceguera, Monocular";2
9D90.Y;"Otro Deterioro Especificado De La Visión, Incluida La Ceguera";2
9D90.Z;"Deterioro De La Visión, Incluida La Ceguera, Sin Especificación";2
9D91;Deterioro De La Visión Cercana;1
9D92;Disfunciones Visuales Específicas;1
9D93;Disfunciones Complejas Relacionadas Con La Visión;1
9D9Y;Otro Deterioro Especificado De La Visión;1
9D9Z;"Deterioro De La Visión, Sin Especificación";1
9E1Y;Otras Enfermedades Especificadas Del Aparato Visual;1
9E1Z;"Enfermedades Del Aparato Visual, Sin Especificación";1
AA00;Absceso Del Oído Externo;1
AA01;Celulitis Del Oído Externo;1
AA02;Otitis Externa Maligna;1
AA03;Otomicosis;1
AA04;Pericondritis Del Oído Externo;1
AA0Y;Otras Enfermedades Infecciosas Especificadas Del Oído Externo;1
AA0Z;"Enfermedades Infecciosas Del Oído Externo, Sin Especificación";1
AA10;Otitis Seborreica Externa;1
AA11;Otitis Externa Aguda No Infecciosa;1
AA12;Condrodermatitis Nodular;1
AA13;Otitis Externa Crónica;1
AA1Y;Otra Inflamación No Infecciosa Especificada Del Oído Externo;1
AA1Z;"Inflamación No Infecciosa Del Oído Externo, Sin Especificación";1
AA3Y;Otro(A)(S) Otitis Externa Especificado(A)(S);1
AA3Z;"Otitis Externa, Sin Especificación";1
AA40;Deformidad Adquirida Del Conducto Auditivo Externo;1
AA40.0;Exostosis Del Conducto Auditivo Externo;2
AA40.1;Estenosis Adquirida Del Conducto Auditivo Externo;2
AA40.2;Colesteatoma Del Conducto Auditivo Externo;2
AA40.Y;Otra Deformidad Adquirida Especificada Del Conducto Auditivo Externo;2
AA41;Deformidad Adquirida Del Pabellón De La Oreja;1
AA41.0;Oreja En Coliflor;2
AA41.Y;Otra Deformidad Adquirida Especificada Del Pabellón De La Oreja;2
AA42;Tapón De Cerumen En El Oído;1
AA4Y;Otros Trastornos No Inflamatorios Especificados Del Oído Externo;1
AA4Z;"Trastornos No Inflamatorios Del Oído Externo, Sin Especificación";1
AA6Z;"Enfermedades Del Oído Externo, Sin Especificación";1
AA80;Otitis Media Aguda Mucosa O Serosa;1
AA81;"Otitis Media No Supurativa, No Serosa Aguda";1
AA82;Otitis Media Mucoide O Serosa Crónica;1
AA83;Otitis Media No Infectada Con Derrame;1
AA8Z;"Otitis Media No Supurativa, Sin Especificación";1
AA90;Otitis Media Supurativa Aguda;1
AA91;Otitis Media Supurativa Crónica;1
AA91.0;Otitis Media Supurativa Tubo Timpánica Crónica;2
AA91.1;Otitis Media Supurativa Aticoantral Crónica;2
AA91.2;Otra Otitis Media Supurativa Crónica;2
AA91.Z;"Otitis Media Supurativa Crónica, Sin Especificación";2
AA9Y;Otra Otitis Media Supurativa Especificada;1
AA9Z;"Otitis Media Supurativa, Sin Especificación";1
AB00;Otitis Media Aguda;1
AB01;Otitis Media Crónica;1
AB0Y;Otra Otitis Media Especificada;1
AB0Z;"Otitis Media, Sin Especificación";1
AB10;Trastornos De La Trompa De Eustaquio;1
AB10.0;Divertículo De La Trompa De Eustaquio;2
AB10.1;Trompa De Eustaquio Distendida;2
AB10.2;Inflamación De La Trompa De Eustaquio;2
AB10.3;Obstrucción De La Trompa De Eustaquio;2
AB10.Y;Otros Trastornos Especificados De La Trompa De Eustaquio;2
AB10.Z;"Trastornos De La Trompa De Eustaquio, Sin Especificación";2
AB11;Mastoiditis Y Trastornos Relacionados;1
AB11.0;Mastoiditis Aguda;2
AB11.1;Mastoiditis Crónica;2
AB11.2;Petrositis;2
AB11.3;"Mastoiditis, No Clasificada En Otra Parte";2
AB11.Y;Otras Mastoiditis Y Trastornos Relacionados Especificados;2
AB12;Colesteatoma Del Oído Medio;1
AB13;Perforación De La Membrana Timpánica;1
AB13.0;Perforación Central De La Membrana Timpánica;2
AB13.1;Perforación Del ático De La Membrana Timpánica;2
AB13.2;Otras Perforaciones Marginales De La Membrana Timpánica;2
AB13.Y;Otra Perforación Especificada De La Membrana Timpánica;2
AB13.Z;"Perforación De La Membrana Timpánica, Sin Especificación";2
AB14;Miringitis Aguda;1
AB15;Miringitis Crónica;1
AB16;Timpanoesclerosis;1
AB17;Enfermedad Adhesiva Del Oído Medio;1
AB18;Discontinuidad O Luxación De Los Huesecillos Del Oído;1
AB19;Anomalías Adquiridas De Los Huesecillos Del Oído Que No Están Relacionados Con La Discontinuidad O La Dislocación;1
AB1A;Pólipo Del Oído Medio;1
AB1A.0;Pólipo Auricular;2
AB1A.Y;Otro Pólipo Especificado Del Oído Medio;2
AB1A.Z;"Pólipo Del Oído Medio, Sin Especificación";2
AB1B;Cicatriz Del Oído Medio;1
AB1Y;Otras Enfermedades Especificadas Del Oído Medio O De La Apófisis Mastoides;1
AB1Z;"Enfermedades Del Oído Medio O De La Apófisis Mastoides, Sin Especificación";1
AB30;Síndrome Vestibular Agudo;1
AB30.0;Neuritis Vestibular;2
AB30.1;Laberintitis;2
AB30.Y;Otro Síndrome Vestibular Agudo Especificado;2
AB30.Z;"Síndrome Vestibular Agudo, Sin Especificación";2
AB31;Síndrome Vestibular Episódico;1
AB31.0;Enfermedad De Ménière;2
AB31.1;Migraña Vestibular;2
AB31.2;Vértigo Postural Paroxístico Benigno;2
AB31.3;Síndrome De Dehiscencia Del Canal Superior;2
AB31.4;Síndrome Del Desembarco;2
AB31.5;Enfermedad Del Oído Interno Autoinmunitaria;2
AB31.6;Paroxismia Vestibular;2
AB31.7;Síndromes Vertiginosos;2
AB31.Y;Otro Síndrome Vestibular Episódico Especificado;2
AB31.Z;"Síndrome Vestibular Episódico, Sin Especificación";2
AB32;Síndrome Vestibular Crónico;1
AB32.0;Mareo Postural Perceptual Persistente;2
AB32.1;Vestibulopatía Unilateral Crónica Idiopática;2
AB32.2;Vestibulopatía Unilateral Persistente Tras Neuronitis Vestibular;2
